Location Code,County,Area Name,Region,Year Reported ,Number Overweight,Percent Overweight,Number Obese,Percent Obese,Number Overweight or Obese,Percent Overweight or Obese,Grade Level,Number Healthy Weight,Percent Healthy Weight,Sex,Total (Estimated) Number of Students
641401,WASHINGTON,PUTNAM CENTRAL SCHOOL DISTRICT,,2017-2018,,,,,,,ELEMENTARY,,,ALL,
641401,WASHINGTON,PUTNAM CENTRAL SCHOOL DISTRICT,,2017-2018,,,,,,,ELEMENTARY,,,FEMALE,
641401,WASHINGTON,PUTNAM CENTRAL SCHOOL DISTRICT,,2017-2018,,,,,,,ELEMENTARY,,,MALE,
641401,WASHINGTON,PUTNAM CENTRAL SCHOOL DISTRICT,,2017-2018,,,,,,,MIDDLE/HIGH,,,ALL,
641401,WASHINGTON,PUTNAM CENTRAL SCHOOL DISTRICT,,2017-2018,,,,,,,MIDDLE/HIGH,,,FEMALE,
641401,WASHINGTON,PUTNAM CENTRAL SCHOOL DISTRICT,,2017-2018,,,,,,,MIDDLE/HIGH,,,MALE,
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2010-2011,34,17.4,47,24.1,81,41.5,DISTRICT TOTAL,114,0.585,ALL,195
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2010-2011,15,15.6,19,19.8,34,35.4,DISTRICT TOTAL,62,0.646,FEMALE,96
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2010-2011,19,19.2,28,28.3,47,47.5,DISTRICT TOTAL,52,0.525,MALE,99
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2010-2011,18,17.8,21,20.8,39,38.6,ELEMENTARY,62,0.614,ALL,101
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2010-2011,10,17.9,8,14.3,18,32.1,ELEMENTARY,38,0.679,FEMALE,56
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2010-2011,8,17.8,13,28.9,21,46.7,ELEMENTARY,24,0.533,MALE,45
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2010-2011,16,21.3,7,9.3,23,30.7,MIDDLE/HIGH,52,0.693,ALL,75
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2010-2011,5,13.9,7,19.4,12,33.3,MIDDLE/HIGH,24,0.667,FEMALE,36
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2010-2011,11,28.2,,,11,28.2,MIDDLE/HIGH,28,0.718,MALE,39
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2013-2014,12,10.9,23,20.9,35,31.8,DISTRICT TOTAL,70,0.636,ALL,110
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2013-2014,7,11.3,10,16.1,17,27.4,DISTRICT TOTAL,40,0.645,FEMALE,62
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2013-2014,5,10.4,13,27.1,18,37.5,DISTRICT TOTAL,30,0.625,MALE,48
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2013-2014,,,15,28.8,15,28.8,ELEMENTARY,37,0.712,ALL,52
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2013-2014,,,7,23.3,7,23.3,ELEMENTARY,23,0.767,FEMALE,30
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2013-2014,,,8,36.4,8,36.4,ELEMENTARY,14,0.636,MALE,22
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2013-2014,,,5,13.2,5,13.2,MIDDLE/HIGH,33,0.868,ALL,38
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2013-2014,,,,,,,MIDDLE/HIGH,17,1,FEMALE,17
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2013-2014,,,5,23.8,5,23.8,MIDDLE/HIGH,16,0.762,MALE,21
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2015-2016,6,7.5,21,26.5,27,34.1,DISTRICT TOTAL,52,0.658,ALL,79
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2015-2016,6,16.2,5,13.5,11,29.7,DISTRICT TOTAL,26,0.703,FEMALE,37
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2015-2016,,,16,38.1,16,38.1,DISTRICT TOTAL,26,0.619,MALE,42
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2015-2016,6,9.5,14,22.2,20,31.7,ELEMENTARY,43,0.683,ALL,63
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2015-2016,6,21.4,5,17.9,11,39.3,ELEMENTARY,17,0.607,FEMALE,28
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2015-2016,,,9,25.7,9,25.7,ELEMENTARY,26,0.743,MALE,35
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2015-2016,,,7,43.7,7,43.7,MIDDLE/HIGH,9,0.563,ALL,16
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2015-2016,,,,,,,MIDDLE/HIGH,9,1,FEMALE,9
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2015-2016,,,7,100.0,7,100.0,MIDDLE/HIGH,,,MALE,0
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2017-2018,21,13.6,28,18.2,49,31.8,DISTRICT TOTAL,105,0.682,ALL,154
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2017-2018,8,11.9,12,17.9,20,29.9,DISTRICT TOTAL,47,0.701,FEMALE,67
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2017-2018,13,14.9,16,18.4,29,33.3,DISTRICT TOTAL,58,0.667,MALE,87
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2017-2018,10,8.2,20,16.4,30,24.6,ELEMENTARY,92,0.754,ALL,122
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2017-2018,,,6,12.8,6,12.8,ELEMENTARY,41,0.872,FEMALE,47
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2017-2018,10,13.3,14,18.7,24,32.0,ELEMENTARY,51,0.68,MALE,75
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2017-2018,5,29.4,6,35.3,11,64.7,MIDDLE/HIGH,6,0.353,ALL,17
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2017-2018,5,29.4,6,35.3,11,64.7,MIDDLE/HIGH,6,0.353,FEMALE,17
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,,2017-2018,,,,,,,MIDDLE/HIGH,,,MALE,
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2010-2011,44,18.3,38,15.8,82,34.0,DISTRICT TOTAL,159,0.66,ALL,241
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2010-2011,21,18.9,17,15.3,38,34.2,DISTRICT TOTAL,73,0.658,FEMALE,111
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2010-2011,23,17.7,21,16.2,44,33.8,DISTRICT TOTAL,86,0.662,MALE,130
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2010-2011,27,18.9,20,14.0,47,32.9,ELEMENTARY,96,0.671,ALL,143
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2010-2011,10,17.5,8,14.0,18,31.6,ELEMENTARY,39,0.684,FEMALE,57
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2010-2011,17,19.8,12,14.0,29,33.7,ELEMENTARY,57,0.663,MALE,86
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2010-2011,17,17.3,18,18.4,35,35.7,MIDDLE/HIGH,63,0.643,ALL,98
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2010-2011,11,20.4,9,16.7,20,37.0,MIDDLE/HIGH,34,0.63,FEMALE,54
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2010-2011,6,13.6,9,20.5,15,34.1,MIDDLE/HIGH,29,0.659,MALE,44
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2013-2014,51,16.3,65,20.8,116,37.1,DISTRICT TOTAL,191,0.61,ALL,313
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2013-2014,19,12.9,28,19.0,47,32.0,DISTRICT TOTAL,94,0.639,FEMALE,147
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2013-2014,32,19.3,37,22.3,69,41.6,DISTRICT TOTAL,97,0.584,MALE,166
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2013-2014,31,16.8,35,18.9,66,35.7,ELEMENTARY,113,0.611,ALL,185
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2013-2014,8,9.4,15,17.6,23,27.1,ELEMENTARY,56,0.659,FEMALE,85
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2013-2014,23,23.0,20,20.0,43,43.0,ELEMENTARY,57,0.57,MALE,100
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2013-2014,20,15.3,30,22.9,50,38.2,MIDDLE/HIGH,81,0.618,ALL,131
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2013-2014,11,16.9,13,20.0,24,36.9,MIDDLE/HIGH,41,0.631,FEMALE,65
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2013-2014,9,13.6,17,25.8,26,39.4,MIDDLE/HIGH,40,0.606,MALE,66
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2015-2016,55,17.7,60,19.3,115,37.0,DISTRICT TOTAL,195,0.629,ALL,310
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2015-2016,20,14.4,24,17.3,44,31.7,DISTRICT TOTAL,95,0.683,FEMALE,139
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2015-2016,35,20.5,36,21.1,71,41.5,DISTRICT TOTAL,100,0.585,MALE,171
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2015-2016,29,16.1,31,17.2,60,33.3,ELEMENTARY,120,0.667,ALL,180
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2015-2016,13,15.5,13,15.5,26,31.0,ELEMENTARY,58,0.69,FEMALE,84
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2015-2016,16,16.7,18,18.8,34,35.4,ELEMENTARY,62,0.646,MALE,96
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2015-2016,26,20.0,29,22.3,55,42.3,MIDDLE/HIGH,75,0.577,ALL,130
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2015-2016,7,12.7,11,20.0,18,32.7,MIDDLE/HIGH,37,0.673,FEMALE,55
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2015-2016,19,25.3,18,24.0,37,49.3,MIDDLE/HIGH,38,0.507,MALE,75
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2017-2018,61,19.4,72,22.9,133,42.2,DISTRICT TOTAL,182,0.578,ALL,315
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2017-2018,30,19.6,29,19.0,59,38.6,DISTRICT TOTAL,94,0.614,FEMALE,153
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2017-2018,31,19.1,43,26.5,74,45.7,DISTRICT TOTAL,88,0.543,MALE,162
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2017-2018,38,20.9,32,17.6,70,38.5,ELEMENTARY,112,0.615,ALL,182
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2017-2018,23,23.5,15,15.3,38,38.8,ELEMENTARY,60,0.612,FEMALE,98
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2017-2018,15,17.9,17,20.2,32,38.1,ELEMENTARY,52,0.619,MALE,84
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2017-2018,23,17.3,40,30.1,63,47.4,MIDDLE/HIGH,70,0.526,ALL,133
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2017-2018,7,12.7,14,25.5,21,38.2,MIDDLE/HIGH,34,0.618,FEMALE,55
641610,WASHINGTON,CAMBRIDGE CENTRAL SCHOOL DISTRICT,,2017-2018,16,20.5,26,33.3,42,53.8,MIDDLE/HIGH,36,0.462,MALE,78
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2010-2011,59,23.3,45,17.8,104,41.1,DISTRICT TOTAL,149,0.589,ALL,253
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2010-2011,29,21.5,23,17.0,52,38.5,DISTRICT TOTAL,83,0.615,FEMALE,135
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2010-2011,30,25.4,22,18.6,52,44.1,DISTRICT TOTAL,66,0.559,MALE,118
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2010-2011,32,23.0,24,17.3,56,40.3,ELEMENTARY,83,0.597,ALL,139
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2010-2011,17,24.3,9,12.9,26,37.1,ELEMENTARY,44,0.629,FEMALE,70
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2010-2011,15,21.7,15,21.7,30,43.5,ELEMENTARY,39,0.565,MALE,69
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2010-2011,27,23.3,21,18.1,48,41.4,MIDDLE/HIGH,68,0.586,ALL,116
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2010-2011,12,18.5,14,21.5,26,40.0,MIDDLE/HIGH,39,0.6,FEMALE,65
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2010-2011,15,29.4,7,13.7,22,43.1,MIDDLE/HIGH,29,0.569,MALE,51
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2013-2014,38,19.5,40,20.5,78,40.0,DISTRICT TOTAL,111,0.569,ALL,195
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2013-2014,22,21.0,18,17.1,40,38.1,DISTRICT TOTAL,59,0.562,FEMALE,105
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2013-2014,16,17.8,22,24.4,38,42.2,DISTRICT TOTAL,52,0.578,MALE,90
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2013-2014,22,20.4,27,25.0,49,45.4,ELEMENTARY,59,0.546,ALL,108
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2013-2014,14,23.7,12,20.3,26,44.1,ELEMENTARY,33,0.559,FEMALE,59
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2013-2014,8,16.3,15,30.6,23,46.9,ELEMENTARY,26,0.531,MALE,49
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2013-2014,17,17.2,24,24.2,41,41.4,MIDDLE/HIGH,58,0.586,ALL,99
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2013-2014,9,17.6,10,19.6,19,37.3,MIDDLE/HIGH,32,0.627,FEMALE,51
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2013-2014,8,16.7,14,29.2,22,45.8,MIDDLE/HIGH,26,0.542,MALE,48
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2015-2016,42,20.1,47,22.5,89,42.7,DISTRICT TOTAL,119,0.572,ALL,208
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2015-2016,22,22.4,20,20.4,42,42.9,DISTRICT TOTAL,56,0.571,FEMALE,98
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2015-2016,20,18.2,27,24.5,47,42.7,DISTRICT TOTAL,63,0.573,MALE,110
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2015-2016,24,20.3,22,18.6,46,38.9,ELEMENTARY,72,0.61,ALL,118
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2015-2016,16,27.6,9,15.5,25,43.1,ELEMENTARY,33,0.569,FEMALE,58
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2015-2016,8,13.3,13,21.7,21,35.0,ELEMENTARY,39,0.65,MALE,60
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2015-2016,18,20.0,25,27.7,43,47.7,MIDDLE/HIGH,47,0.522,ALL,90
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2015-2016,6,15.0,11,27.5,17,42.5,MIDDLE/HIGH,23,0.575,FEMALE,40
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2015-2016,12,24.0,14,28.0,26,52.0,MIDDLE/HIGH,24,0.48,MALE,50
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2017-2018,41,17.9,53,23.1,94,41.0,DISTRICT TOTAL,135,0.59,ALL,229
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2017-2018,21,18.8,17,15.2,38,33.9,DISTRICT TOTAL,74,0.661,FEMALE,112
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2017-2018,20,17.1,36,30.8,56,47.9,DISTRICT TOTAL,61,0.521,MALE,117
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2017-2018,27,22.5,16,13.3,43,35.8,ELEMENTARY,77,0.642,ALL,120
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2017-2018,13,22.4,5,8.6,18,31.0,ELEMENTARY,40,0.69,FEMALE,58
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2017-2018,14,22.6,11,17.7,25,40.3,ELEMENTARY,37,0.597,MALE,62
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2017-2018,14,15.6,18,20.0,32,35.6,MIDDLE/HIGH,58,0.644,ALL,90
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2017-2018,8,17.0,5,10.6,13,27.7,MIDDLE/HIGH,34,0.723,FEMALE,47
641701,WASHINGTON,WHITEHALL CENTRAL SCHOOL DISTRICT,,2017-2018,6,14.0,13,30.2,19,44.2,MIDDLE/HIGH,24,0.558,MALE,43
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2010-2011,161,22.7,165,23.2,326,45.9,DISTRICT TOTAL,384,0.541,ALL,710
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2010-2011,91,27.2,70,20.9,161,48.1,DISTRICT TOTAL,174,0.519,FEMALE,335
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2010-2011,70,18.7,95,25.3,165,44.0,DISTRICT TOTAL,210,0.56,MALE,375
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2010-2011,89,21.0,121,28.6,210,49.6,ELEMENTARY,213,0.504,ALL,423
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2010-2011,48,23.0,61,29.2,109,52.2,ELEMENTARY,100,0.478,FEMALE,209
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2010-2011,41,19.2,60,28.0,101,47.2,ELEMENTARY,113,0.528,MALE,214
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2010-2011,72,23.3,66,21.4,138,44.7,MIDDLE/HIGH,171,0.553,ALL,309
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2010-2011,43,29.1,31,20.9,74,50.0,MIDDLE/HIGH,74,0.5,FEMALE,148
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2010-2011,29,18.0,35,21.7,64,39.8,MIDDLE/HIGH,97,0.602,MALE,161
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2013-2014,217,20.9,212,20.4,429,41.3,DISTRICT TOTAL,588,0.566,ALL,1039
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2013-2014,150,25.1,113,18.9,263,44.0,DISTRICT TOTAL,325,0.543,FEMALE,599
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2013-2014,67,15.2,99,22.5,166,37.7,DISTRICT TOTAL,263,0.598,MALE,440
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2013-2014,85,15.3,147,26.4,232,41.7,ELEMENTARY,313,0.563,ALL,556
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2013-2014,49,18.4,77,28.8,126,47.2,ELEMENTARY,136,0.509,FEMALE,267
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2013-2014,36,12.5,70,24.2,106,36.7,ELEMENTARY,177,0.612,MALE,289
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2013-2014,65,22.6,65,22.6,130,45.1,MIDDLE/HIGH,148,0.514,ALL,288
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2013-2014,34,24.8,36,26.3,70,51.1,MIDDLE/HIGH,62,0.453,FEMALE,137
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2013-2014,31,20.5,29,19.2,60,39.7,MIDDLE/HIGH,86,0.57,MALE,151
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2015-2016,191,21.5,168,18.9,359,40.5,DISTRICT TOTAL,509,0.575,ALL,885
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2015-2016,83,19.6,97,22.9,180,42.5,DISTRICT TOTAL,233,0.55,FEMALE,424
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2015-2016,108,23.4,71,15.4,179,38.8,DISTRICT TOTAL,276,0.599,MALE,461
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2015-2016,111,19.8,113,20.1,224,40.0,ELEMENTARY,329,0.588,ALL,560
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2015-2016,54,19.9,72,26.5,126,46.3,ELEMENTARY,139,0.511,FEMALE,272
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2015-2016,57,19.8,41,14.2,98,34.0,ELEMENTARY,190,0.66,MALE,288
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2015-2016,54,17.4,75,24.2,129,41.7,MIDDLE/HIGH,180,0.583,ALL,309
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2015-2016,29,17.3,45,26.8,74,44.0,MIDDLE/HIGH,94,0.56,FEMALE,168
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2015-2016,25,17.7,30,21.3,55,39.0,MIDDLE/HIGH,86,0.61,MALE,141
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2017-2018,171,18.9,183,20.3,354,39.2,DISTRICT TOTAL,524,0.58,ALL,903
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2017-2018,94,20.6,106,23.2,200,43.9,DISTRICT TOTAL,239,0.524,FEMALE,456
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2017-2018,77,17.2,77,17.2,154,34.5,DISTRICT TOTAL,285,0.638,MALE,447
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2017-2018,93,16.1,139,24.0,232,40.1,ELEMENTARY,331,0.572,ALL,579
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2017-2018,47,16.0,82,27.9,129,43.9,ELEMENTARY,155,0.527,FEMALE,294
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2017-2018,46,16.1,57,20.0,103,36.1,ELEMENTARY,176,0.618,MALE,285
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2017-2018,78,24.2,44,13.7,122,37.9,MIDDLE/HIGH,193,0.599,ALL,322
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2017-2018,47,29.0,24,14.8,71,43.8,MIDDLE/HIGH,84,0.519,FEMALE,162
650101,WAYNE,NEWARK CENTRAL SCHOOL DISTRICT,,2017-2018,31,19.4,20,12.5,51,31.9,MIDDLE/HIGH,109,0.681,MALE,160
650301,WAYNE,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,,2011-2012,69,22.5,68,22.2,137,44.8,DISTRICT TOTAL,169,0.552,ALL,306
650301,WAYNE,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,,2011-2012,38,23.3,37,22.7,75,46.0,DISTRICT TOTAL,88,0.54,FEMALE,163
650301,WAYNE,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,,2011-2012,31,21.7,31,21.7,62,43.4,DISTRICT TOTAL,81,0.566,MALE,143
650301,WAYNE,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,,2011-2012,45,25.4,37,20.9,82,46.3,ELEMENTARY,95,0.537,ALL,177
650301,WAYNE,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,,2011-2012,23,24.2,20,21.1,43,45.3,ELEMENTARY,52,0.547,FEMALE,95
650301,WAYNE,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,,2011-2012,22,26.8,17,20.7,39,47.6,ELEMENTARY,43,0.524,MALE,82
650301,WAYNE,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,,2011-2012,24,18.6,31,24.0,55,42.6,MIDDLE/HIGH,74,0.574,ALL,129
650301,WAYNE,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,,2011-2012,15,22.1,17,25.0,32,47.1,MIDDLE/HIGH,36,0.529,FEMALE,68
650301,WAYNE,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,,2011-2012,9,14.8,14,23.0,23,37.7,MIDDLE/HIGH,38,0.623,MALE,61
650301,WAYNE,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,,2013-2014,40,17.5,53,23.1,93,40.6,DISTRICT TOTAL,131,0.572,ALL,229
650301,WAYNE,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,,2013-2014,20,18.9,28,26.4,48,45.3,DISTRICT TOTAL,58,0.547,FEMALE,106
650301,WAYNE,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,,2013-2014,20,16.3,25,20.3,45,36.6,DISTRICT TOTAL,73,0.593,MALE,123
650301,WAYNE,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,,2013-2014,29,18.6,32,20.5,61,39.1,ELEMENTARY,90,0.577,ALL,156
650301,WAYNE,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,,2013-2014,14,18.4,19,25.0,33,43.4,ELEMENTARY,43,0.566,FEMALE,76
650301,WAYNE,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,,2013-2014,15,18.8,13,16.3,28,35.0,ELEMENTARY,47,0.588,MALE,80
